source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,abilities
IslandiaMyths,Forms of Azu Atif,forms-of-azu-atif,,Mythology,published,"Rank: None

Of the nine deities that make up Tang Dynasty, Azu Atif was creator of religions and a great warrior god. In his many forms he both protected and sometimes taunted the waking world. One form after another will be described here starting with Twan Du. Twan Du disguised as a dragon saved the world from demons, in honor his image was placed on the handles of all swords in Lostasia. Kru Dwane was worshiped also as a hero that rode on the sun with his magical lance and created the light for the once dark world. Bu was a fat god that created the Islands of Lostasia by cutting off pieces of his fat and he harden it with lavas from the Earth. Ju Ju Rath was a jaguar God that had the head of a Jaguar and a lower body of a man, he taught men how to grow rice, wear clothes, archery, hunting, and how to make fire. Sin Lac Hwa Wa was a great blacksmith that was killed by a evil huntsman, in his honor homes hold up candy skulls and at the eve of night, his spirit returns eating the skull and building gifts for the home. Riptin Aga was a nasty form represented as a serpent that brought men civilized behavior but also would eat them at the end of time if they did not follow with these behavior conducts. Kroagers are neutral spirits that the Elitsyians and the people of Chung Island believed in the sea, air, humans both alive and dead, the heavens, Hell, the underworld, and roamed the lands. They were the souls of people who were sacrificed and died violent deaths. Forms of Azu Atif, the Kroagers could appear human, animal, inanimate objects, or various things depending on their lives, their true purpose were unknown but some people believe that they could protect or destroy depending on what the person or persons do in their lives. Azu Atif was also a wizard that could do almost anything, he was considered counterpart to wizards like Merlin of Celtic Mythology and Pawang Pukat of Malayan Mythology. Azu Atif also was patron of Black Magic and Sacrificial Practices, along with having several female forms to trick the other gods. His form Dunga Ada was a evil witch that used black magic to pay off her debts and kill her family to sacrifice them to the gods for good fortune and immortality. Ru-set was a farmer who killed her husband in attempts to sell their animals to buy a boat. On this boat she would find half of the Western World including Central, South, and North America. Onru Hepth was a she demon who 3 heads spoke of Justice, War, and Lies. Each head represented their spoken diaries and each told the world of their many stories. Not to forget, Azu Atif was a wonderful world that was sent by the other gods to battle the demonic serpent, Jshu Tang to make the Earth safe again. He fought Montum in the final Battle and won and was one of the 10 gods that remained to recreate the Universe. In his remaining years now with immortality, Azu Atif would live out his days building picture like statues that told stories of the deceased members of a family. His work was so inspired that tribes begun creating similar portraits to tell the stories of the dead family members. These portraits were hung high in sight of all.",Main Universe,Mythology; Other Myths,,,Chung Island Legends,
IslandiaMyths,Twan Du,twan-du,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Forms of Azu Atif,
IslandiaMyths,Kru Dwane,kru-dwane,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Forms of Azu Atif,
IslandiaMyths,Bu,bu,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Forms of Azu Atif,
IslandiaMyths,Ju Ju Rath,ju-ju-rath,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Forms of Azu Atif,
IslandiaMyths,Sin Lac Hwa Wa,sin-lac-hwa-wa,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Forms of Azu Atif,
IslandiaMyths,Riptin Aga,riptin-aga,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Forms of Azu Atif,
IslandiaMyths,Kroagers,kroagers,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Forms of Azu Atif,
IslandiaMyths,Dunga Ada,dunga-ada,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Forms of Azu Atif,
IslandiaMyths,Ru-set,ru-set,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Forms of Azu Atif,
IslandiaMyths,Onru Hepth,onru-hepth,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Forms of Azu Atif,
IslandiaMyths,Jshu Tang,jshu-tang,,Mythology,published,"Rank: None

Jshu Tang was the original tenth member of the Tang Dynasty but with his dark magic and evil ways he was banished to the underworld. Jshu Tang was sculpted with body parts of several animals, head of snakes, tails of dragon heads, body of a elephant, claws of a lion, fangs of a wolf, ears of a peacock, and wings of a vulture. From his blood grew poison which he placed in several animals and insects for revenge of his banishing. So powerful that the gods couldn't defeat him and so when Jshu Tang returned they fought against him in the Final Battle, Mostibik.",Main Universe,Mythology; Other Myths,,,Chung Island Legends,
IslandiaMyths,The Central Council,the-central-council,,Mythology,published,"Rank: Supreme Deities

The Central Council called by another name back then were several supreme deities who wrote down Anka's words and spread them throughout time. They looked over the rivers, suns, moons, stars, lands, and all living things. They gave birth to the Heavens and the many Hells. There were no underworlds and all living things almost never died as the Phillinias believed that all creatures had immortality. The Central Council each had heads of animals; there were 7 in all Jaguar, Lion, Tigress, Frog, Falcon, and Snake. The Snake took over the many Hells, Jaguar was the Moon God, Lion was the Sun God, Tigress was the Goddess of Wisdom, Hunting, Prosperity, Civilization, and Life, Frog was the Sea God, and Falcon ruled the skies.",Main Universe,Mythology; Other Myths,,,Darqua Island Legends,
IslandiaMyths,Jaguar,jaguar,,Mythology,published,,Main Universe,Mythology; Other Myths,,,The Central Council,
IslandiaMyths,Snake,snake,,Mythology,published,,Main Universe,Mythology; Other Myths,,,The Central Council,
IslandiaMyths,Lion,lion,,Mythology,published,,Main Universe,Mythology; Other Myths,,,The Central Council,
IslandiaMyths,Falcon,falcon,,Mythology,published,,Main Universe,Mythology; Other Myths,,,The Central Council,
IslandiaMyths,Frog,frog,,Mythology,published,,Main Universe,Mythology; Other Myths,,,The Central Council,
IslandiaMyths,Tigress,tigress,,Mythology,published,,Main Universe,Mythology; Other Myths,,,The Central Council,
IslandiaMyths,Demons of Darqua Island,demons-of-darqua-island,,Mythology,published,"Rank: Underworld creatures of Darqua Island

In the midst of everything several creatures taunted mankind. The Cublicon was a mountain giant that once swallowed the suns putting the world in complete darkness, he was slain by Jaguar and the suns returned. Hodrinix was a bat with female human features, she was afraid of the light and stayed in Hell where she sent her half human half bat children “vampires” above ground to bring back food “any living thing”. The Phillinias thought of a way to stop her children by creating several weapons and placing them on their weak points “their hearts”. Umon hated all things and fearful of his black magic, the Phillinias made gold spears and placed them on their doors before midnight which was his strongest hour. Umon was a patron of War, Famine, Destruction, and creator of storms. A God of all these things, Umon went unmatched and would later rule over all the gods. Dugawugawugawu had a thousand faces and millions of arms and over hundred brains. It was so smart that not even the gods could outwit it, it lived deep in the caverns of Humla Mountain where it created the aged old book of Prophecies. Dugawugawugawu was a blood thirsty demon that arose from heaven and gave birth to all monsters, one fateful day, Lion slain the beasts and turned its many heads into the lands, its arms were bridges connecting them all, and its brains given to humans as their brains.",Main Universe,Mythology; Other Myths,,,Darqua Island Legends,
IslandiaMyths,Cublicon,cublicon,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Demons of Darqua Island,
IslandiaMyths,Hodrinix,hodrinix,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Demons of Darqua Island,
IslandiaMyths,Umon,umon,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Demons of Darqua Island,
